BUF,MCO,43665,1,218953,232070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148617,151650,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,202809,232070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,43660,BUFMCO,BUFMCO
BWI,DEN,43665,1,342240,342240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342240,342240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,BWIDEN,BWIDEN
BZN,DEN,43665,1,78750,97650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76650,97650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,BZNDEN,BZNDEN
CHS,AUS,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127776,196416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,AUSCHS,CHSAUS
CHS,DEN,43665,1,188110,217050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186663,217050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CHSDEN,CHSDEN
CHS,ORD,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76861,114150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CHSORD,CHSORD
CHS,TTN,43665,1,76180,108996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55084,108996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65632,105480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CHSTTN,CHSTTN
CID,DEN,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128020,128712,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CIDDEN,CIDDEN
CLE,DEN,43665,1,275540,275540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,278168,275770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264758,275540,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,5,43660,CLEDEN,CLEDEN
CLE,LAS,43665,1,271925,419750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,393768,419290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264625,419750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CLELAS,CLELAS
